,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
0,23807,Gida,0.25,female,Unknown Mix,12/10/19,12/11/19,12/11/19,red,short,small,no,,,Maybe?,,,,
1,533,Frida És Ricsi,0.17,female,Unknown Mix,12/1/19,12/1/19,12/9/19,black and white,short,small,no,,yes,yes,yes,yes,yes,
2,23793,,4.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,saddle back,short,medium,no,,,Maybe?,,,,
3,23795,,1.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,yellow-brown,medium,medium,no,,,Maybe?,,,,
4,23806,Amy,2.0,female,French Bulldog Mix,12/10/19,12/11/19,12/11/19,black,short,small,no,,,Maybe?,,,,
5,23801,Alex,4.25,male,Unknown Mix,12/9/19,12/24/19,12/9/19,yellow-brown,short,small,yes,,,Maybe?,,,,
6,534,Ricsi És Frida,0.17,male,Unknown Mix,12/1/19,12/1/19,12/9/19,brown,short,small,no,,yes,yes,yes,yes,yes,
7,23805,,0.17,female,Unknown Mix,12/10/19,12/25/19,12/11/19,gray and white,short,medium,no,,,Maybe?,,,,
8,23809,,0.17,female,Unknown Mix,12/11/19,12/26/19,12/12/19,black,medium,medium,no,,,Maybe?,,,,
9,1801,Újhartyáni Mazsi,0.17,female,Unknown Mix,12/10/19,12/10/19,12/11/19,brown and white,short,small,no,,yes,yes,yes,yes,yes,flat
10,1222,Vasi,3.67,male,Vizsla Mix,10/25/19,10/25/19,12/12/19,red,short,medium,yes,,,Maybe?,,,,
11,23792,,1.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,saddle back,medium,medium,no,,,Maybe?,,,,
12,23797,,5.0,female,Unknown Mix,12/8/19,12/23/19,12/8/19,brown,long,small,no,,,Maybe?,,,,
13,1800,Újhartyáni Frenki,0.17,male,Unknown Mix,12/10/19,12/10/19,12/11/19,tricolor,short,small,no,,yes,yes,yes,yes,yes,flat
14,532,Fickó,1.5,male,"Bull Terrier, Dachshund Mix",12/1/19,12/1/19,12/9/19,brown and white,short,medium,yes,,yes,yes,no,no,no,
15,23796,,8.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,black,medium,medium,no,,,Maybe?,,,,
16,1802,Újhartyáni Bori,0.17,female,Unknown Mix,12/10/19,12/10/19,12/11/19,tricolor,short,small,no,,yes,yes,yes,yes,yes,flat
17,1799,Dabasi Ixorn,0.83,male,Unknown Mix,12/5/19,12/5/19,12/9/19,black,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
18,23794,,1.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,yellow-brown,medium,medium,no,,,Maybe?,,,,
19,1393,Gizmo,0.5,male,Unknown Mix,12/8/19,12/10/19,12/10/19,spotty,medium,small,yes,,,Maybe?,,,,
20,23788,Sába,7.58,female,Kuvasz,12/1/19,12/16/19,12/8/19,white,medium,large,yes,,,Maybe?,,,,
21,4492,Döme,1.0,male,Unknown Mix,11/25/19,11/25/19,12/7/19,black,medium,medium,,,yes,Maybe?,,,yes,both flat and garden
22,4484,Jocelyn,0.17,female,Unknown Mix,11/27/19,11/27/19,12/7/19,apricot,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
23,23787,,0.67,female,Unknown Mix,12/7/19,12/22/19,12/7/19,yellow-brown,wirehaired,medium,no,,,Maybe?,,,,
24,4487,Katica,0.58,female,Unknown Mix,12/3/19,12/3/19,12/7/19,black,short,small,,,yes,Maybe?,,,,both flat and garden
25,4491,Bethany,5.0,female,Chinese Shar-Pei Mix,11/28/19,11/28/19,12/7/19,black and brown,short,medium,,,yes,Maybe?,,,,both flat and garden
26,4486,Cotta,0.15,female,Staffordshire Terrier Mix,12/1/19,12/1/19,12/7/19,brown and white,short,medium,,,yes,Maybe?,yes,yes,,both flat and garden
27,4488,Kehlani,0.42,female,German Shepherd Dog Mix,12/1/19,12/1/19,12/7/19,black and brown,short,medium,,,yes,Maybe?,,,,both flat and garden
28,23790,,6.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,saddle back,medium,medium,no,,,Maybe?,,,,
29,1798,Kakucsi Szikra,2.42,male,Hungarian Vizsla,12/7/19,12/7/19,12/7/19,brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
30,4489,Crosby,1.0,male,"Komondor, Puli Mix",11/27/19,11/27/19,12/7/19,golden,medium,medium,,,yes,Maybe?,,,,both flat and garden
31,23784,,0.58,male,"Bull Terrier, Staffordshire Terrier Mix",12/6/19,12/21/19,12/7/19,striped,short,medium,no,,,Maybe?,,,,
32,23789,,0.33,male,Unknown Mix,12/8/19,12/23/19,12/8/19,black,short,small,no,,,Maybe?,,,,
33,4490,Bowen,1.0,male,Unknown Mix,11/22/19,11/22/19,12/7/19,brown,medium,large,,,yes,Maybe?,,,,both flat and garden
34,4485,Panna,0.15,female,Staffordshire Terrier Mix,12/1/19,12/1/19,12/7/19,striped,short,medium,,,yes,Maybe?,yes,yes,,both flat and garden
35,1795,Szolnoki Joker,1.0,male,Fox Terrier Mix,12/7/19,12/7/19,12/7/19,black and white,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
36,1797,Sátoraljaújhelyi Dingó,2.0,male,Unknown Mix,12/5/19,12/5/19,12/7/19,yellow,short,medium,no,,yes,yes,yes,yes,,both flat and garden
37,4483,Valentin,0.67,male,Unknown Mix,12/3/19,12/3/19,12/7/19,apricot,short,small,,,yes,Maybe?,,,,both flat and garden
38,1796,Szolnoki Chris,1.0,male,Fox Terrier Mix,12/7/19,12/7/19,12/7/19,brown and white,wirehaired,small,yes,,yes,yes,yes,yes,,both flat and garden
39,23791,,4.0,male,Unknown Mix,12/8/19,12/23/19,12/8/19,yellow-brown,medium,medium,no,,,Maybe?,,,,
40,23778,Pufi,8.0,male,Unknown Mix,12/2/19,12/17/19,12/2/19,wild boar,short,small,no,,,Maybe?,,,,
41,1048,Velencei Fiffi,9.25,female,Afghan Hound,12/1/19,12/4/19,12/3/19,brown,long,medium,yes,yes,yes,Maybe?,,,,flat
42,2138,Szálkás Kan Kölyök,0.5,male,Unknown Mix,11/4/19,11/4/19,11/29/19,brown,wirehaired,medium,yes,,,Maybe?,,,,
43,1793,Szakáldi Báró,1.42,male,Unknown Mix,12/3/19,12/3/19,12/5/19,brown and white,short,medium,no,,yes,yes,no,yes,,both flat and garden
44,23777,,0.25,male,Unknown Mix,12/2/19,12/17/19,12/2/19,black and tan,wirehaired,small,no,,,Maybe?,,,,
45,2137,Hónapos Keverék Kan,0.5,male,Unknown Mix,11/4/19,11/4/19,11/29/19,tricolor,medium,medium,yes,,,Maybe?,,,,
46,2154,Kormi,6.5,male,Unknown Mix,10/7/19,10/7/19,12/5/19,black,short,medium,yes,,,Maybe?,,,,
47,23780,,0.25,female,Unknown Mix,12/4/19,12/19/19,12/4/19,saddle back,medium,medium,no,,,Maybe?,,,,
48,1049,Velencei Shyne On,8.42,female,American Bulldog,12/1/19,12/4/19,12/3/19,striped,short,medium,yes,yes,yes,Maybe?,,,,both flat and garden
49,2153,Lili,3.5,female,Unknown Mix,10/7/19,10/7/19,12/5/19,brown,short,medium,yes,,,Maybe?,,,,
50,530,Beagle Keverék Kutyusok,0.17,male,Beagle Mix,11/1/19,11/1/19,11/30/19,black and brown,short,medium,no,,yes,yes,yes,yes,,
51,2136,Hónapos Szuka,0.5,female,Unknown Mix,11/4/19,11/4/19,11/29/19,brown,short,medium,yes,,,Maybe?,,,,
52,531,Beagle Keverék Kutyus,0.17,female,Beagle Mix,11/1/19,11/1/19,11/30/19,brown and white,short,medium,no,,yes,yes,yes,yes,,
53,23774,,1.58,male,Unknown Mix,12/1/19,12/16/19,12/1/19,yellow-brown,wirehaired,small,no,,,Maybe?,,,,
54,1794,Sátoraljaújhelyi Gesztenye,1.42,male,"Hungarian Vizsla, Staffordshire Terrier Mix",12/5/19,12/5/19,12/5/19,brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
55,1792,Kakucsi Henrik,1.42,male,Terrier Mix,12/1/19,12/1/19,12/1/19,yellow-brown,medium,small,no,,yes,yes,yes,yes,yes,both flat and garden
56,7927,Sajóörsi Foxi És Maxi,0.17,male,Unknown Mix,12/5/19,12/6/19,12/5/19,black and brown,short,small,no,,,Maybe?,,,,
57,2152,Elsa,2.33,female,Unknown Mix,10/7/19,10/7/19,12/5/19,brown,short,medium,yes,,,Maybe?,,,,
58,1047,Velencei Gavallér,9.17,male,Hungarian Greyhound,12/1/19,12/4/19,12/3/19,brown and white,short,large,yes,yes,yes,Maybe?,,,,flat
59,23776,,1.58,male,Unknown Mix,12/1/19,12/16/19,12/1/19,yellow-brown,wirehaired,small,no,,,Maybe?,,,,
60,1046,Nagyhalászi Szellõ,0.5,female,Greyhound Mix,11/27/19,11/30/19,11/27/19,yellow,short,medium,,,,Maybe?,,,,flat
61,4481,Allegra,0.42,female,Unknown Mix,11/28/19,11/28/19,11/28/19,black and brown,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
62,1791,Dabasi Bors,1.0,male,Staffordshire Terrier Mix,11/28/19,11/28/19,11/28/19,brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
63,1787,Inárcsi Hektor,0.25,male,"German Shepherd Dog, Staffordshire Terrier Mix",11/24/19,11/24/19,11/25/19,yellow-brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
64,23757,Vlad,0.17,male,Unknown Mix,11/27/19,12/12/19,11/27/19,yellow-brown,short,small,no,,,Maybe?,,,,
65,23756,Zsömi,6.0,male,Unknown Mix,11/26/19,12/11/19,11/26/19,yellow-brown,short,medium,no,,,Maybe?,,,,
66,4482,Pongólina,0.58,female,Unknown Mix,11/15/19,11/15/19,11/28/19,apricot,short,medium,,,yes,Maybe?,yes,yes,yes,both flat and garden
67,1041,Pola,2.0,female,"English Greyhound, Spanish Greyhound Mix",11/17/19,11/18/19,11/25/19,yellow,short,medium,yes,yes,yes,Maybe?,,,,flat
68,1042,Bongó,2.0,male,Greyhound Mix,11/17/19,11/18/19,11/25/19,black and white,short,medium,yes,,,Maybe?,,,,both flat and garden
69,4480,Lummia,0.33,female,Unknown Mix,11/25/19,11/25/19,11/28/19,black,short,medium,,,yes,Maybe?,yes,yes,,both flat and garden
70,1220,King,2.92,male,Dachshund Mix,9/20/19,9/20/19,11/25/19,wild boar,short,medium,yes,,yes,yes,yes,yes,,flat
71,1044,Duster,1.0,male,Greyhound Mix,11/17/19,11/18/19,11/25/19,yellow,short,medium,,,yes,Maybe?,,,,flat
72,1045,Barcsi Detre,0.5,male,Greyhound Mix,11/26/19,11/30/19,11/27/19,striped,short,medium,,,,Maybe?,,,,flat
73,23761,,2.0,male,Unknown Mix,11/27/19,12/8/19,11/28/19,black,long,medium,no,,,Maybe?,,,,
74,1043,Babóca,2.0,female,Greyhound Mix,11/17/19,11/17/19,11/25/19,spotty,short,medium,yes,,,Maybe?,,,,
75,23762,,4.0,male,Unknown Mix,11/27/19,12/8/19,11/28/19,black,medium,medium,no,,,Maybe?,,,,
76,1788,Szolnoki Sanyi,1.0,male,Terrier Mix,11/26/19,11/26/19,11/27/19,black and white,short,small,no,,yes,yes,yes,yes,,both flat and garden
77,1790,Újszászi Ász,4.0,male,Fox Terrier Mix,11/26/19,11/26/19,11/28/19,black and white,short,small,no,,yes,yes,no,yes,,both flat and garden
78,1789,Szolnoki Puszedli,1.42,female,Unknown Mix,11/26/19,11/26/19,11/27/19,black and brown,medium,small,no,,yes,yes,yes,yes,,both flat and garden
79,2135,Szálkás Szuka,0.5,female,Unknown Mix,11/4/19,11/4/19,11/29/19,black and tan,wirehaired,small,yes,,,Maybe?,,,,
80,4475,Chance,1.25,male,Unknown Mix,11/9/19,11/9/19,11/17/19,black,short,medium,,,yes,Maybe?,yes,yes,,both flat and garden
81,4476,Hope,1.25,male,Unknown Mix,11/9/19,11/9/19,11/17/19,black,short,medium,,,yes,Maybe?,yes,yes,,both flat and garden
82,1082,Nelly,3.08,female,Unknown Mix,5/10/19,5/10/19,11/21/19,black and white,short,medium,yes,,yes,Maybe?,,,,both flat and garden
83,23746,,0.25,female,Unknown Mix,11/21/19,12/6/19,11/21/19,gray and white,short,medium,no,,,Maybe?,,,,
84,23751,Pici,1.0,male,Unknown Mix,11/22/19,11/22/19,11/22/19,yellow-brown,short,medium,yes,,,Maybe?,,,,
85,1039,Gyõri Tictac,1.58,male,Greyhound Mix,10/18/19,11/20/19,11/19/19,black and white,short,medium,yes,,yes,Maybe?,,,,both flat and garden
86,23754,,1.0,male,Staffordshire Terrier Mix,11/25/19,12/10/19,11/25/19,black and white,short,medium,,,,Maybe?,,,,
87,23745,Tigris,5.0,male,Unknown Mix,11/21/19,11/21/19,11/21/19,striped,short,medium,yes,,,Maybe?,,,,
88,4479,Gomez,0.5,male,Unknown Mix,11/11/19,11/11/19,11/17/19,white,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
89,1083,Aliz,5.58,female,Unknown Mix,8/10/19,8/10/19,11/21/19,yellow-brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
90,4477,Sebastian,0.17,male,Unknown Mix,11/12/19,11/12/19,11/17/19,apricot,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
91,3,Vacok,2.42,male,"Dachshund, Fox Terrier Mix",6/12/19,6/12/19,11/24/19,apricot,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
92,1785,Kakucsi Pötyi,0.33,female,"Chinese Shar-Pei, Dachshund Mix",11/18/19,11/18/19,11/19/19,apricot,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
93,1085,Doc,0.58,male,Unknown Mix,5/15/19,5/15/19,11/21/19,tricolor,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
94,1086,Speedy,1.25,male,Unknown Mix,2/14/19,2/14/19,11/21/19,gray and black,medium,small,yes,,yes,yes,yes,yes,,both flat and garden
95,4478,Charlotte,3.08,female,Unknown Mix,10/31/19,10/31/19,11/17/19,black and white,short,small,,,yes,Maybe?,,,,both flat and garden
96,529,Chili,0.17,female,Staffordshire Terrier,10/1/19,10/1/19,11/24/19,golden,short,medium,yes,,yes,yes,yes,yes,,
97,1786,Mártélyi Bence,0.75,male,Bull Terrier Mix,11/17/19,11/25/19,11/24/19,striped,short,medium,,,yes,Maybe?,yes,yes,,flat
98,1783,Dabasi Kócos,7.0,female,Fox Terrier Mix,11/18/19,11/18/19,11/19/19,black and white,wirehaired,small,no,yes,yes,no,yes,yes,no,both flat and garden
99,23752,,0.25,male,Unknown Mix,11/24/19,12/9/19,11/25/19,striped,short,medium,,,,Maybe?,,,,
100,23736,Csöpi,9.33,female,German Shepherd Dog Mix,11/14/19,11/29/19,11/14/19,saddle back,medium,large,no,,,Maybe?,,,,
101,23730,Suzi,13.08,female,German Shepherd Dog Mix,11/13/19,11/28/19,11/14/19,sable,medium,large,yes,,,Maybe?,,,,
102,23731,,5.0,male,Unknown Mix,11/14/19,11/29/19,11/14/19,black and white,short,large,yes,,,Maybe?,,,,
103,23735,,1.0,male,Unknown Mix,10/26/19,11/10/19,11/14/19,yellow-brown,short,small,no,,,Maybe?,,,,
104,1775,Miskolci Kuba,1.25,male,"Beagle, Hound Mix",11/12/19,11/12/19,11/12/19,tricolor,short,medium,no,,yes,yes,no,yes,no,both flat and garden
105,3521,Panna,7.58,female,Unknown Mix,4/17/13,4/17/13,11/13/19,black,wirehaired,medium,yes,,,Maybe?,,,,garden
106,1037,Lõrinci Balu,10.75,male,Greyhound Mix,11/6/19,11/6/19,11/14/19,spotty,short,medium,yes,yes,yes,Maybe?,,,,flat
107,23733,,3.0,male,Unknown Mix,10/26/19,11/10/19,11/14/19,yellow-brown,short,small,no,,,Maybe?,,,,
108,3519,Alfi,8.33,male,Unknown Mix,8/25/12,8/25/12,11/13/19,black,wirehaired,large,yes,,,Maybe?,,,,garden
109,23739,Taxi,8.0,female,Unknown Mix,11/16/19,12/1/19,11/16/19,yellow-brown,short,large,no,,,Maybe?,,,,
110,23738,Bambi,5.5,female,Unknown Mix,11/16/19,12/1/19,11/16/19,striped,short,large,no,,,Maybe?,,,,
111,1038,Pécsi Kajla,1.0,male,Greyhound Mix,9/9/19,11/10/19,11/14/19,black,short,medium,yes,,,Maybe?,,,,
112,3518,Benji,9.67,male,Terrier Mix,4/17/13,4/17/13,11/13/19,yellow-brown,wirehaired,medium,,,,Maybe?,,,,garden
113,3516,Liza,1.08,female,Unknown Mix,11/11/19,12/14/19,11/13/19,black,short,medium,,,yes,yes,yes,,,garden
114,3520,Sajti,12.67,male,Unknown Mix,3/1/09,3/1/09,11/13/19,white,long,large,,,,Maybe?,,,,
115,1778,Alsónémedi Sidney,0.42,female,"Dachshund, German Shepherd Dog Mix",11/11/19,11/11/19,11/12/19,black,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
116,1390,Mazda,4.25,male,Unknown Mix,3/16/18,3/16/18,11/14/19,apricot,short,large,yes,yes,yes,Maybe?,no,yes,yes,both flat and garden
117,1781,Miskolci Lupidu,1.17,male,Staffordshire Terrier Mix,11/12/19,11/12/19,11/12/19,striped,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
118,1388,Gina És Genova,0.17,female,Unknown Mix,9/20/19,9/20/19,11/14/19,black,short,medium,,no,yes,yes,yes,yes,yes,both flat and garden
119,23734,,2.0,male,Unknown Mix,10/26/19,11/10/19,11/14/19,yellow-brown,short,small,no,,,Maybe?,,,,
120,23719,,6.08,male,Staffordshire Terrier Mix,11/6/19,11/21/19,11/6/19,brown and white,short,medium,no,,,Maybe?,,,,
121,2123,Kormi,6.5,male,Unknown Mix,10/7/19,10/7/19,11/2/19,black,short,medium,yes,,,Maybe?,,,,
122,23717,*,1.08,female,German Shepherd Dog Mix,11/6/19,11/21/19,11/6/19,saddle back,medium,medium,no,,,Maybe?,,,,
123,2127,Cézár,7.33,male,Unknown Mix,10/7/19,10/7/19,11/2/19,brown,short,large,,,,Maybe?,,,,
124,2124,Lili,3.5,female,Cane Corso Mix,10/7/19,10/7/19,11/2/19,brown,short,large,yes,,,Maybe?,,,,
125,312,Zénó,0.5,male,Jagd Terrier Mix,11/1/19,11/1/19,11/2/19,black and tan,short,medium,,,yes,yes,,,,both flat and garden
126,4472,Marley,0.5,female,Unknown Mix,10/31/19,10/31/19,11/6/19,white,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
127,1773,Ózdi Hello,1.33,male,Unknown Mix,11/11/19,11/11/19,11/11/19,black,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
128,1036,Szolnoki Királyfi,2.25,male,Whippet Mix,11/1/19,11/2/19,11/10/19,spotty,short,medium,yes,yes,,Maybe?,,,,flat
129,3512,Lujzi,1.42,female,Unknown Mix,11/2/19,12/14/19,11/5/19,black and brown,short,small,,,yes,Maybe?,yes,,,garden
130,4470,Sün,0.5,male,Unknown Mix,10/31/19,10/31/19,11/6/19,black and brown,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
131,2125,Elsa,2.33,female,Unknown Mix,10/7/19,10/7/19,11/2/19,brown,short,medium,yes,,,Maybe?,,,,
132,2129,Jockey,1.58,male,Unknown Mix,10/7/19,10/7/19,11/6/19,brown,short,large,yes,,,Maybe?,,,,
133,1774,Ózdi Timon,3.25,male,Norfolk Terrier Mix,11/11/19,11/11/19,11/11/19,brown and white,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
134,4473,Lili,0.75,female,Unknown Mix,10/6/19,10/6/19,11/6/19,brown,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
135,4474,Aspen,1.58,female,Unknown Mix,10/31/19,10/31/19,11/6/19,apricot,medium,small,,,yes,Maybe?,yes,yes,,both flat and garden
136,23711,Liza,2.58,female,Unknown Mix,11/2/19,11/2/19,11/2/19,brown and white,short,medium,yes,,,Maybe?,,,,
137,1035,Szigetszentmiklósi Füge,1.17,male,Greyhound Mix,11/5/19,11/6/19,11/5/19,spotty,short,medium,yes,yes,yes,Maybe?,,,,flat
138,4469,Pongo,0.67,male,Unknown Mix,10/31/19,10/31/19,11/6/19,apricot,short,medium,,,yes,Maybe?,,,,both flat and garden
139,4468,Leopold,0.15,male,Unknown Mix,10/24/19,10/24/19,11/6/19,black and brown,medium,medium,,,yes,Maybe?,yes,yes,,both flat and garden
140,3505,Kincsõ,2.17,female,Dalmatian Mix,10/14/19,1/1/20,10/20/19,white,short,medium,,,,Maybe?,,,,garden
141,1755,Pétervásásrai Robin,0.25,male,Unknown Mix,9/19/19,11/1/19,10/21/19,white,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
142,1033,Siófoki Szafi,11.08,female,Greyhound Mix,8/31/19,9/3/19,10/26/19,yellow,short,medium,yes,yes,yes,yes,yes,yes,,flat
143,3506,Kira,3.17,female,Unknown Mix,10/14/19,11/16/19,10/20/19,striped,short,medium,yes,,yes,yes,yes,,,both flat and garden
144,1757,Pétervásásrai Ralf,0.25,male,Unknown Mix,9/19/19,9/19/19,10/21/19,brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
145,1758,Nemesbikki Pandóra,4.08,female,Bull Terrier Mix,10/1/19,10/1/19,10/22/19,striped,short,small,no,,yes,yes,yes,yes,no,both flat and garden
146,1034,Szegedi Galagonya,0.92,male,Greyhound Mix,10/29/19,10/30/19,10/29/19,white,short,medium,yes,,yes,Maybe?,,,,flat
147,4464,Greta,0.67,female,Unknown Mix,10/25/19,10/25/19,10/27/19,black,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
148,1028,Csengersimai Zumba,0.5,male,Greyhound Mix,10/21/19,11/15/19,10/23/19,black and white,short,medium,yes,,yes,yes,yes,yes,,flat
149,2106,Kormi,6.5,male,Unknown Mix,10/7/19,10/7/19,10/27/19,black,short,medium,yes,,,Maybe?,,,,
150,23692,Bony,1.08,male,Unknown Mix,10/25/19,10/25/19,10/26/19,gray and black,wirehaired,large,no,,,Maybe?,,,,
151,139,Igor,3.08,male,Border Collie Mix,9/10/19,9/10/19,10/28/19,black and white,medium,medium,,yes,yes,no,no,no,no,
152,4462,Jeremy,5.08,male,Unknown Mix,10/20/19,10/20/19,10/27/19,apricot,short,small,,,yes,Maybe?,yes,yes,no,both flat and garden
153,1762,Pulcsi,11.08,female,Puli Mix,4/15/19,4/15/19,10/23/19,black,long,medium,yes,yes,yes,yes,yes,yes,,flat
154,4465,Daniel,0.67,male,Unknown Mix,10/22/19,10/22/19,10/27/19,black and brown,medium,small,,,yes,yes,yes,yes,yes,both flat and garden
155,1759,Miskolci Ábel,9.08,male,Unknown Mix,6/30/19,7/30/19,10/23/19,yellow-brown,long,medium,yes,yes,yes,no,yes,yes,,both flat and garden
156,1760,Monori Lucia,6.25,female,Unknown Mix,7/27/19,9/1/19,10/23/19,black and white,short,small,yes,yes,yes,yes,yes,yes,,flat
157,3504,Kinga,1.17,female,Terrier Mix,10/11/19,11/16/19,10/20/19,black and brown,wirehaired,medium,,,yes,yes,yes,,,both flat and garden
158,1764,Ócsai Pici,12.08,male,Unknown Mix,10/22/19,10/22/19,10/30/19,gray and black,wirehaired,medium,no,,yes,yes,yes,yes,yes,both flat and garden
159,4463,Gufi,0.67,male,Unknown Mix,10/25/19,10/25/19,10/27/19,black,short,small,,,yes,Maybe?,yes,yes,,both flat and garden
160,4453,Lamoborgini,1.08,male,Unknown Mix,10/18/19,10/18/19,10/18/19,black and white,long,medium,,,yes,Maybe?,yes,yes,,both flat and garden
161,2865,Beki,7.17,female,Labrador Retriever,5/1/19,5/1/19,10/11/19,yellow,short,large,,,,Maybe?,,,,
162,1025,Kaposvári Remény,0.58,male,Greyhound Mix,7/1/19,8/2/19,10/19/19,striped,short,medium,yes,yes,yes,yes,yes,yes,,flat
163,2864,Zsömi,5.17,male,"Golden Retriever, Labrador Retriever Mix",4/11/19,4/11/19,10/11/19,yellow,short,large,,,,Maybe?,,,,
164,1027,Kaposvári Szikra,0.58,male,Greyhound Mix,7/1/19,8/1/19,10/19/19,striped,short,medium,yes,yes,yes,yes,yes,yes,,flat
165,4451,Jessie,1.17,female,Unknown Mix,9/20/19,9/20/19,10/18/19,brown and white,short,medium,yes,,yes,Maybe?,,,,both flat and garden
166,2868,Sally,7.17,female,Golden Retriever,10/8/19,10/8/19,10/11/19,golden,medium,large,,,,Maybe?,,,,
167,1749,Kakucsi Hazel,0.25,female,"German Shepherd Dog, Staffordshire Terrier Mix",10/15/19,10/15/19,10/15/19,yellow-brown,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
168,4457,Babi,1.17,female,Unknown Mix,9/21/19,9/21/19,10/18/19,apricot,short,medium,yes,,yes,Maybe?,,,,both flat and garden
169,2866,Brunó,3.17,male,Labrador Retriever,5/31/19,5/31/19,10/11/19,yellow,short,large,,,,Maybe?,,,,
170,4455,Ewoki,3.0,female,Unknown Mix,9/27/19,9/27/19,10/18/19,black and white,long,small,,,yes,Maybe?,yes,yes,,both flat and garden
171,1751,Kunhegyesi Fickó,1.5,male,Unknown Mix,10/16/19,10/16/19,10/16/19,gray,wirehaired,medium,yes,,yes,yes,yes,yes,,both flat and garden
172,2867,Bodza,1.17,female,Labrador Retriever,6/1/19,6/1/19,10/11/19,yellow,short,medium,,,,Maybe?,,,,
173,23679,,4.08,male,Unknown Mix,10/19/19,11/3/19,10/19/19,striped,short,large,no,,,Maybe?,,,,
174,1750,Sátoraljaújhelyi Parázs,1.08,male,German Shepherd Dog Mix,10/15/19,10/15/19,10/16/19,brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
175,23660,Dzsidzso,3.67,male,Staffordshire Terrier Mix,10/11/19,10/26/19,10/12/19,brown and white,short,medium,no,,,Maybe?,,,,
176,4456,Boy,1.17,male,Unknown Mix,9/21/19,9/21/19,10/18/19,black and brown,short,medium,,,yes,Maybe?,,,,both flat and garden
177,615,Colin,0.92,male,Border Collie Mix,5/6/19,5/6/19,10/14/19,black and white,medium,medium,yes,yes,yes,yes,yes,yes,,flat
178,4454,Poppy,0.5,female,"Dachshund, Spaniel Mix",10/17/19,10/17/19,10/18/19,brown and white,medium,small,,,yes,Maybe?,yes,yes,,both flat and garden
179,23661,Rapi,10.42,male,Unknown Mix,10/12/19,10/27/19,10/12/19,black and white,short,medium,no,,,Maybe?,,,,
180,2856,Rizi,11.17,female,Labrador Retriever,1/1/19,1/1/19,10/11/19,yellow,short,large,,,,Maybe?,,,,both flat and garden
181,3492,Berci,6.25,male,Unknown Mix,9/27/19,9/27/19,10/6/19,tricolor,short,medium,yes,,yes,Maybe?,yes,yes,,garden
182,1738,Ócsai Lajka,1.0,male,Labrador Retriever Mix,10/7/19,10/21/19,10/7/19,yellow-brown,short,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
183,2863,Maxi,4.17,male,Golden Retriever,4/13/19,4/13/19,10/11/19,golden,medium,large,,,,Maybe?,,,,
184,2859,Hummer,3.17,male,Labrador Retriever,1/1/19,1/1/19,10/11/19,yellow,short,large,,,,Maybe?,,,,
185,3487,Kleo,0.5,female,Unknown Mix,9/10/19,10/26/19,10/6/19,black,medium,medium,yes,,yes,yes,yes,,,both flat and garden
186,2855,Mefi,13.17,female,Labrador Retriever,1/1/19,1/1/19,10/11/19,black,short,large,,,,Maybe?,,,,
187,3490,Joker,4.58,male,Unknown Mix,9/16/19,9/16/19,10/6/19,brown,wirehaired,medium,,,yes,Maybe?,,,,both flat and garden
188,4443,Sayla,1.25,female,Spaniel Mix,9/29/19,9/29/19,10/6/19,black and brown,medium,small,,,yes,Maybe?,,,,both flat and garden
189,3491,Sárika,1.25,female,Chinese Shar-Pei Mix,9/17/19,11/16/19,10/6/19,brown,wirehaired,medium,,,,Maybe?,,,,both flat and garden
