,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
920,514,Noel,5.92,male,Spaniel Mix,12/26/15,12/26/15,2/13/16,black and white,medium,medium,yes,,,Maybe?,,,,
921,1474,Német Juhász Gazdától Hirdetve,7.75,male,German Shepherd Dog,2/9/16,2/10/16,2/16/16,black and tan,short,large,no,,yes,Maybe?,,,,garden
922,1432,Kira,4.5,female,"Chinese Shar-Pei, Vizsla Mix",12/24/15,12/24/15,3/13/16,black,short,medium,,,,Maybe?,,,,
923,175,Kormi,5.25,female,Dachshund Mix,1/2/16,2/15/16,2/15/16,black,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
924,233,Pongó,5.83,male,Puli Mix,1/12/16,1/12/16,2/15/16,black,medium,medium,yes,,,Maybe?,,,,
925,1431,Klotild,4.67,female,Unknown Mix,12/8/15,12/8/15,3/13/16,black and white,short,medium,yes,,,Maybe?,,,,
926,1969,Mente,8.08,female,Unknown Mix,1/24/16,1/24/16,2/10/16,black,wirehaired,small,no,,yes,Maybe?,yes,yes,,both flat and garden
927,1425,Süti,4.58,female,Unknown Mix,12/15/15,12/15/15,3/13/16,black and white,medium,medium,yes,,,Maybe?,,,,
928,1422,Bella,4.5,female,Unknown Mix,12/8/15,12/8/15,3/13/16,brown,short,medium,yes,,,Maybe?,,,,
929,1428,Brenda,4.17,female,Unknown Mix,12/17/15,12/17/15,3/13/16,black and brown,short,medium,,,,Maybe?,,,,
930,232,Szõrmók,5.25,male,Dachshund Mix,12/26/15,12/26/15,2/15/16,wild boar,wirehaired,small,yes,,,Maybe?,,,,
931,515,Rozikakutya,11.83,female,Spaniel Mix,1/26/16,1/26/16,2/13/16,golden,medium,medium,yes,,,Maybe?,,,,
932,231,Dörzsi,5.5,male,Welsh Terrier Mix,1/15/16,1/15/16,2/15/16,black and tan,short,medium,yes,,,Maybe?,,,,
933,1477,Puli Gazdától Hirdetve,9.75,female,Puli,2/29/16,3/2/16,3/2/16,black,long,medium,yes,,,Maybe?,,,,garden
934,1479,Bundi,4.08,female,Unknown Mix,3/8/16,3/8/16,3/11/16,black and brown,medium,medium,no,,yes,yes,yes,yes,,both flat and garden
935,1473,Gazdieresõ Kölykök,4.0,male,Unknown Mix,2/9/16,2/9/16,2/11/16,brown and white,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
936,7535,Nonó,6.25,female,"Fox Terrier, Staffordshire Terrier Mix",2/1/16,2/1/16,2/15/16,tricolor,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
937,174,Boróka,4.17,female,Unknown Mix,1/25/16,2/15/16,2/15/16,black,wirehaired,medium,no,no,yes,yes,yes,yes,yes,both flat and garden
938,1423,Sarolta,4.58,female,Unknown Mix,12/11/15,12/11/15,3/13/16,black and white,short,medium,yes,,,Maybe?,,,,
939,1478,Keverék Kutya Befogadótól Hirdetve,5.75,male,Unknown Mix,2/29/16,3/1/16,3/9/16,black and brown,short,medium,no,,yes,yes,yes,yes,yes,garden
940,509,Forest,6.25,male,English Cocker Spaniel,9/8/15,9/8/15,1/27/16,brown,medium,medium,yes,,,Maybe?,,,,
941,507,Kende,9.75,male,Unknown Mix,3/5/15,3/5/15,1/27/16,black and tan,medium,medium,,,,Maybe?,,,,
942,1420,Ágota,4.0,female,Labrador Retriever Mix,12/7/15,12/7/15,12/26/15,black,short,medium,,,,Maybe?,,,,
943,1957,Tipi,6.5,male,Unknown Mix,12/16/15,12/16/15,2/10/16,gray,medium,small,yes,yes,yes,Maybe?,,yes,,flat
944,1466,Árván Maradt Kutyus Gazdit Keres,8.83,male,Unknown Mix,1/17/16,1/18/16,1/26/16,black,long,medium,no,yes,yes,Maybe?,,,,flat
945,1465,Szultán És Jessy,9.83,male,Schnauzer Mix,1/16/16,1/17/16,1/22/16,gray,short,medium,no,,yes,Maybe?,,,yes,garden
946,1459,Új Gazdát Keres,4.42,male,Canary Dog Mix,12/19/15,12/20/15,1/5/16,apricot,short,medium,,,yes,Maybe?,,,,garden
947,1468,Mályiban Talált Kutyus,4.83,female,Dachshund Mix,1/17/16,1/18/16,2/1/16,tricolor,short,small,,yes,yes,Maybe?,,,,both flat and garden
948,1464,Keverék Kutyusok Gazdit Keresnek,4.08,male,Unknown Mix,1/14/16,1/14/16,1/20/16,black and white,medium,large,no,,yes,yes,yes,yes,yes,garden
949,1471,Negro,10.83,male,Schnauzer Mix,1/29/16,1/30/16,2/3/16,black,wirehaired,medium,no,,yes,Maybe?,,,,garden
950,1461,Börnike,11.92,male,Fox Terrier Mix,1/9/16,1/9/16,1/12/16,brown and white,wirehaired,medium,no,yes,yes,Maybe?,,,,both flat and garden
951,1463,Gazdától Hirdetve,4.33,male,Unknown Mix,1/10/16,1/11/16,1/19/16,tricolor,wirehaired,medium,no,,yes,Maybe?,,,,garden
952,1460,Keverék Szuka Kutyus Befogadótól,4.5,female,Unknown Mix,12/22/15,12/21/15,1/6/16,black and white,short,medium,no,,yes,Maybe?,,,,both flat and garden
953,1418,Álmos,4.0,male,Labrador Retriever Mix,12/7/15,12/7/15,12/26/15,black,short,medium,,,,Maybe?,,,,
954,1416,Árvácska,4.0,female,Labrador Retriever Mix,12/7/15,12/7/15,12/26/15,black,short,small,,,,Maybe?,,,,
955,1959,Zazi,8.17,male,Puli Mix,12/28/15,12/28/15,2/10/16,black,medium,medium,no,,yes,Maybe?,,yes,,both flat and garden
956,1467,Rex,6.5,male,German Shepherd Dog,1/17/16,1/18/16,1/27/16,saddle back,medium,large,no,,yes,no,,,,garden
957,2812,Manuel,9.42,male,Puli,1/7/16,1/7/16,1/7/16,black,long,medium,,,yes,Maybe?,yes,yes,,both flat and garden
958,2832,Rodolfo,4.5,male,Unknown Mix,1/10/16,1/10/16,1/17/16,black,short,small,yes,,yes,Maybe?,,,,both flat and garden
959,1249,Ócsai Borsa,5.83,male,Schnauzer Mix,1/15/16,1/15/16,1/15/16,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
960,2739,Bálint,11.0,male,"Dachshund, Spaniel Mix",11/20/15,11/20/15,11/23/15,brown,medium,small,,,yes,Maybe?,yes,yes,no,both flat and garden
961,375,Lui,7.25,male,Labrador Retriever Mix,9/17/15,9/17/15,11/27/15,black,short,medium,yes,yes,yes,yes,,yes,,both flat and garden
962,7463,Bingó,4.5,male,Dachshund Mix,12/11/15,12/11/15,12/15/15,black and white,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
963,201,Luna,11.83,female,Unknown Mix,5/5/14,5/5/14,12/8/15,black,medium,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
964,1414,Ági,6.0,female,Labrador Retriever Mix,12/7/15,12/7/15,12/26/15,black,short,medium,,,,Maybe?,,,,
965,1415,Ágnes,4.0,male,Labrador Retriever Mix,12/7/15,12/7/15,12/26/15,black,short,small,,,,Maybe?,,,,
966,199,Molly,5.58,female,Unknown Mix,11/29/14,11/29/14,12/8/15,brown,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
967,1117,Wilbur,10.92,male,Unknown Mix,9/1/15,9/1/15,11/28/15,apricot,short,large,yes,,,Maybe?,,,,
968,363,Loki,5.0,male,Unknown Mix,11/24/15,11/24/15,11/25/15,striped,short,large,,,yes,yes,yes,yes,,garden
969,197,Vénusz,6.17,female,Unknown Mix,7/27/14,7/27/14,12/8/15,brown,short,large,yes,,yes,Maybe?,yes,,,both flat and garden
970,1457,Új Gazdát Keres,12.92,male,German Shepherd Dog Mix,12/16/15,12/16/15,12/17/15,black and tan,medium,medium,no,,,Maybe?,,,,garden
971,501,Soma,6.33,male,Spaniel Mix,8/2/15,8/2/15,12/2/15,black and tan,short,medium,yes,,,Maybe?,,,,
972,2760,Maci,8.0,male,Tibetan Mastiff Mix,12/4/15,12/4/15,12/4/15,black,medium,large,,,yes,Maybe?,,,,both flat and garden
973,1392,Hoffmann,11.92,male,Labrador Retriever Mix,11/11/15,11/11/15,12/26/15,black,short,large,,,,Maybe?,,,,
974,295,Vojtek,4.92,male,Unknown Mix,9/1/15,10/1/15,11/27/15,black and white,long,medium,yes,yes,yes,yes,yes,yes,no,flat
975,195,Lobo,6.92,male,Unknown Mix,4/29/15,4/29/15,12/8/15,black,wirehaired,large,no,,,Maybe?,,yes,,garden
976,7444,Lui,7.0,male,Labrador Retriever,9/19/15,9/19/15,11/24/15,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
977,198,Tea,14.92,female,German Shepherd Dog Mix,6/25/14,6/25/14,12/8/15,black and brown,wirehaired,large,yes,,yes,Maybe?,,,,garden
978,196,Füles,7.92,male,Dachshund Mix,5/12/15,5/12/15,12/8/15,black and brown,short,small,no,,yes,Maybe?,,yes,,both flat and garden
979,1397,Bundi,10.92,female,Puli Mix,11/19/15,11/19/15,12/26/15,black,long,medium,,,,Maybe?,,,,
980,1375,Vagány,5.67,male,Unknown Mix,10/8/15,10/8/15,11/3/15,gray,long,medium,,,,Maybe?,,,,
981,170,Akela,4.83,female,Unknown Mix,10/5/15,10/5/15,11/14/15,saddle back,short,medium,yes,,yes,Maybe?,yes,,,both flat and garden
982,160,Stella,4.75,female,Unknown Mix,10/5/15,10/5/15,11/10/15,black,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
983,167,Mary,5.0,female,Unknown Mix,10/5/15,10/5/15,11/14/15,saddle back,short,medium,yes,,yes,Maybe?,yes,,,garden
984,157,Bora,4.92,female,Terrier Mix,9/23/15,9/23/15,11/8/15,black and tan,wirehaired,medium,yes,,yes,Maybe?,yes,,,both flat and garden
985,158,Borcsa,4.92,female,Terrier Mix,10/5/15,10/5/15,11/10/15,brown,wirehaired,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
986,1373,Janka,10.5,female,Puli Mix,7/21/15,7/21/15,11/3/15,apricot,long,medium,yes,,,Maybe?,,,,
987,1023,Lusti,9.0,female,"Dachshund, Pekingese Mix",11/5/15,12/15/15,11/22/15,tricolor,short,small,yes,yes,yes,Maybe?,yes,yes,,both flat and garden
988,186,Tepertõ,5.67,male,Unknown Mix,3/9/15,3/9/15,11/21/15,black,wirehaired,large,no,,yes,Maybe?,,,,garden
989,1454,Töki,4.5,male,Unknown Mix,11/4/15,11/5/15,11/5/15,golden,short,medium,no,yes,yes,Maybe?,,,,both flat and garden
990,165,Félix,5.92,male,Fox Terrier,10/5/15,10/5/15,11/14/15,tricolor,wirehaired,medium,no,,yes,Maybe?,,yes,,garden
991,153,Negró,4.58,male,Unknown Mix,10/5/15,10/5/15,11/8/15,black,short,medium,no,,yes,yes,yes,yes,,both flat and garden
992,156,Bingó,4.92,male,Terrier Mix,10/5/15,10/5/15,11/8/15,brown,wirehaired,medium,no,,yes,Maybe?,,yes,,garden
993,140,Dini,4.92,male,Unknown Mix,10/15/15,10/15/15,11/5/15,brown,short,medium,no,,yes,Maybe?,,yes,,garden
994,1942,Morzsi,14.92,male,German Shepherd Dog Mix,11/8/15,11/8/15,11/22/15,saddle back,short,large,yes,,yes,Maybe?,,,,both flat and garden
995,177,Pici,9.92,female,Unknown Mix,5/25/15,5/25/15,11/21/15,black and brown,wirehaired,medium,yes,,yes,Maybe?,yes,,,garden
996,184,Páfrány,5.92,female,Unknown Mix,2/22/15,2/22/15,11/21/15,black,medium,medium,yes,,yes,Maybe?,yes,,,garden
997,182,Dixi,7.92,male,Unknown Mix,4/14/15,4/14/15,11/21/15,black,short,large,no,,yes,Maybe?,yes,yes,,garden
998,180,Pamacs,8.92,female,Unknown Mix,5/12/15,5/12/15,11/21/15,black,medium,large,yes,,yes,Maybe?,yes,yes,,garden
999,152,Ilka,5.92,female,Dachshund Mix,10/5/15,10/5/15,11/8/15,saddle back,short,small,yes,,yes,Maybe?,yes,,,flat
1000,1001,Devil,8.17,male,Staffordshire Terrier Mix,9/10/15,9/10/15,10/4/15,striped,short,medium,yes,,yes,yes,no,yes,,both flat and garden
1001,1448,Kormi,9.25,female,Unknown Mix,9/6/15,9/7/15,9/7/15,black,wirehaired,large,no,,yes,Maybe?,,,,garden
1002,7398,Bodri,7.17,male,Unknown Mix,9/5/15,9/5/15,9/13/15,black and white,wirehaired,small,no,yes,yes,yes,yes,yes,yes,flat
1003,7418,Sandy,5.08,female,Labrador Retriever Mix,9/20/15,9/20/15,10/18/15,golden,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
1004,496,Lola,5.58,female,Spaniel,4/20/15,4/20/15,9/30/15,black,short,medium,yes,,,Maybe?,,,,
1005,2808,Anics,4.5,female,Unknown Mix,8/13/15,8/13/15,9/6/15,yellow-brown,short,medium,,,,Maybe?,,,,
1006,273,Bencus,6.17,male,Unknown Mix,9/24/15,10/9/15,10/8/15,yellow-brown,wirehaired,medium,yes,,yes,yes,no,yes,,both flat and garden
1007,1449,Emõdi Gazdikeresõk,4.67,male,German Shepherd Dog Mix,8/17/15,9/8/15,9/9/15,black and brown,short,medium,no,,,Maybe?,,,,
1008,1452,Jenny,11.08,female,Unknown Mix,10/26/15,10/28/15,10/28/15,black and brown,wirehaired,medium,no,no,yes,yes,yes,yes,no,garden
1009,1358,Noróka,19.83,male,Unknown Mix,8/17/15,8/17/15,10/4/15,black,medium,medium,,,,Maybe?,,,,
1010,19,Kanga,6.33,female,Schnauzer Mix,8/15/15,8/15/15,9/16/15,black,medium,medium,yes,no,yes,Maybe?,yes,yes,yes,garden
1011,293,Lottie,4.83,female,Unknown Mix,9/10/15,9/19/15,9/23/15,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
1012,1447,Szemi,7.25,female,Vizsla Mix,9/6/15,9/7/15,9/7/15,black,short,large,no,,yes,Maybe?,yes,yes,,garden
1013,1453,Tacsi Keverék Gazdit Keres,5.25,male,"Dachshund, Fox Terrier Mix",11/3/15,11/3/15,11/3/15,black and brown,wirehaired,medium,no,,yes,yes,yes,yes,yes,both flat and garden
1014,1928,Paul,4.67,male,Unknown Mix,6/30/15,6/30/15,11/2/15,yellow-brown,short,medium,no,,yes,yes,yes,yes,,both flat and garden
1015,491,Gáspár,8.92,male,English Cocker Spaniel Mix,12/28/14,12/28/14,9/20/15,black,short,medium,yes,,,Maybe?,,,,
1016,1210,Bocskaikerti Minnie,4.58,female,Unknown Mix,9/14/15,9/14/15,9/14/15,black,short,medium,no,yes,yes,yes,yes,yes,,both flat and garden
1017,2794,Retro,11.25,male,Unknown Mix,8/22/15,8/22/15,9/6/15,brown,long,medium,,,,Maybe?,,,,
1018,1209,Bocskaikerti Mickey,4.58,male,Unknown Mix,9/14/15,9/14/15,9/14/15,black,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
1019,489,Cédrus,9.83,male,Unknown Mix,2/7/15,2/7/15,9/20/15,black,medium,medium,yes,,,Maybe?,,,,
1020,1445,Charlie &Amp,6.25,male,Unknown Mix,8/10/15,8/25/15,8/26/15,black and tan,wirehaired,medium,no,,yes,Maybe?,,,,garden
1021,1335,Roland,6.83,male,Puli Mix,7/15/15,7/15/15,9/5/15,black,long,medium,,,yes,Maybe?,,,,
1022,1353,Brútusz,4.92,male,Unknown Mix,8/7/15,8/7/15,9/5/15,brown,medium,medium,,,,Maybe?,,,,both flat and garden
1023,2537,Johnny,5.5,male,Unknown Mix,9/1/15,9/26/15,9/6/15,white,short,medium,,,yes,Maybe?,,,,garden
1024,1334,Rozi,10.58,female,"German Shepherd Dog, Transylvanian Hound Mix",6/30/15,6/30/15,9/5/15,black and tan,medium,large,,,,Maybe?,,,,
1025,2770,Vilu,6.92,female,Unknown Mix,7/25/15,7/25/15,8/23/15,yellow-brown,short,large,,,,Maybe?,,,,
1026,2520,Nutella,10.83,female,Unknown Mix,7/29/15,8/22/15,8/27/15,black and brown,medium,medium,yes,,,Maybe?,,,,both flat and garden
1027,488,Mirza,5.75,female,English Cocker Spaniel,7/1/15,7/1/15,9/5/15,black and brown,medium,medium,yes,yes,yes,Maybe?,yes,yes,yes,flat
1028,302,Gombócka,5.25,male,"Border Collie, Spaniel Mix",8/19/15,8/19/15,8/26/15,black and white,medium,medium,,yes,yes,yes,,yes,,both flat and garden
1029,1339,Ugró,5.5,male,Labrador Retriever Mix,8/1/15,8/1/15,9/5/15,black,short,medium,,,,Maybe?,,,,
1030,1329,Rexi,9.0,male,"Labrador Retriever, Staffordshire Terrier Mix",6/19/15,6/19/15,9/5/15,brown,short,medium,,,yes,Maybe?,yes,yes,,
1031,1349,Gombóc,8.75,male,Unknown Mix,8/5/15,8/5/15,9/5/15,black and tan,long,medium,,,,Maybe?,,,,garden
1032,1910,Morzsika,4.75,male,Unknown Mix,5/19/15,5/19/15,9/5/15,gray,wirehaired,small,no,,yes,yes,yes,yes,yes,both flat and garden
1033,303,Bogyó,6.25,male,German Shepherd Dog,8/10/15,8/10/15,9/2/15,sable,medium,large,,,yes,yes,,yes,,both flat and garden
1034,1444,Kajla,6.25,male,Unknown Mix,8/5/15,8/18/15,8/19/15,tricolor,wirehaired,medium,no,,yes,Maybe?,,,,garden
1035,1354,Borzas,6.33,male,Puli Mix,8/7/15,8/7/15,9/5/15,black,long,medium,,,yes,yes,yes,yes,,both flat and garden
1036,2772,Zakia,5.92,female,Unknown Mix,7/27/15,7/27/15,8/23/15,black,short,medium,,,,Maybe?,,,,
1037,2528,Virgonc,6.25,male,Unknown Mix,8/18/15,9/12/15,8/27/15,black and brown,short,medium,,,yes,yes,yes,yes,,garden
1038,7386,Áfonya,4.58,female,"Bull Terrier, Fox Terrier, Staffordshire Terrier Mix",8/26/15,8/26/15,8/29/15,striped,short,small,no,,yes,Maybe?,yes,yes,yes,both flat and garden
1039,2524,Vándor,7.25,male,Unknown Mix,8/15/15,10/10/15,8/27/15,black and brown,short,medium,,,yes,yes,,yes,,garden
1040,226,Ékes,6.83,female,German Shepherd Dog Mix,11/6/14,11/6/14,6/28/15,sable,short,large,yes,,,Maybe?,,,,
1041,1311,Rágcsa,7.75,female,Unknown Mix,4/23/15,4/23/15,7/7/15,black,medium,medium,,,,Maybe?,,,,
1042,216,Zulu,10.75,male,German Shepherd Dog Mix,2/6/15,2/6/15,6/28/15,black and brown,medium,medium,yes,,,Maybe?,,,,
1043,7350,Brunhilde,16.33,female,Unknown Mix,12/23/13,12/23/13,7/24/15,black and brown,medium,medium,no,yes,yes,no,yes,no,no,both flat and garden
1044,1429,Közép,11.42,male,Central Asian Ovtcharka,6/29/15,7/1/15,7/1/15,brown and white,medium,large,,,,Maybe?,,,,garden
1045,1431,Orfeusz,12.42,male,German Shepherd Dog Mix,6/21/15,7/7/15,7/8/15,black and tan,short,large,no,,yes,yes,no,no,,garden
1046,2509,Táltos,9.5,male,"Greyhound, Transylvanian Hound Mix",7/30/15,8/22/15,8/3/15,black,short,large,yes,,yes,yes,yes,yes,,both flat and garden
1047,1430,Bundás,5.83,male,Labrador Retriever Mix,6/30/15,7/3/15,7/3/15,yellow-brown,short,medium,,,yes,yes,,,,garden
1048,62,June,10.33,female,Caucasian Ovtcharka Mix,3/1/15,3/1/15,7/19/15,gray,long,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
1049,2513,Vili,5.33,male,Unknown Mix,8/4/15,8/29/15,8/17/15,black,wirehaired,medium,,,yes,yes,yes,yes,,
1050,174,Maxi,4.58,male,Unknown Mix,6/17/15,6/17/15,7/27/15,black and tan,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
1051,220,Max,5.83,male,Unknown Mix,9/20/14,9/20/14,6/28/15,saddle back,short,medium,yes,,,Maybe?,,,,
1052,2499,Tequila,4.83,male,Unknown Mix,7/6/15,8/22/15,8/2/15,black,short,large,,,yes,yes,yes,yes,,both flat and garden
1053,230,Bodri,10.83,female,Jagd Terrier Mix,5/29/15,5/29/15,6/30/15,black and brown,short,small,yes,,,Maybe?,,,,
1054,221,Bumbi,7.58,female,Komondor,1/6/15,1/6/15,6/28/15,white,long,large,yes,,,Maybe?,,,,
1055,215,János,5.92,male,Unknown Mix,1/3/15,1/3/15,6/28/15,black,short,medium,yes,,,Maybe?,,,,
1056,7369,Bonnie,5.83,female,German Shepherd Dog Mix,8/5/15,8/5/15,8/11/15,black and brown,short,large,no,yes,yes,Maybe?,yes,yes,yes,both flat and garden
1057,2520,Zorro,12.33,male,Caucasian Ovtcharka Mix,8/2/15,8/2/15,8/11/15,brown,medium,large,yes,,yes,Maybe?,,,,both flat and garden
1058,1432,Bigyó,7.92,female,Unknown Mix,5/19/12,5/19/12,7/8/15,black,short,medium,yes,,yes,Maybe?,yes,yes,,
1059,227,Kacér,7.0,female,Unknown Mix,11/3/14,11/3/14,6/28/15,brown and white,medium,medium,yes,,,Maybe?,,,,
1060,1424,Labi,4.92,male,Labrador Retriever Mix,5/28/15,6/8/15,6/17/15,brown and white,short,large,no,,yes,Maybe?,yes,yes,,garden
1061,1105,Fecske Mama,6.92,female,Transylvanian Hound Mix,4/17/15,4/17/15,6/3/15,black and brown,medium,medium,yes,,,Maybe?,,,,
1062,1030,Negró,9.42,male,Unknown Mix,8/17/14,8/17/14,6/28/15,black,short,medium,yes,,yes,no,,,no,both flat and garden
1063,208,Dexi,8.58,male,Komondor Mix,4/20/15,4/20/15,6/28/15,yellow-brown,medium,large,yes,,,Maybe?,,,,
1064,1104,Parázs,7.92,female,Unknown Mix,4/17/15,4/17/15,6/3/15,brown,short,medium,yes,,,Maybe?,,,,
1065,1101,Bond,13.58,male,Unknown Mix,5/11/15,5/11/15,6/3/15,yellow-brown,medium,medium,yes,,,Maybe?,,,,
1066,214,Szõrme,5.92,male,Unknown Mix,1/3/15,1/3/15,6/28/15,black,long,medium,yes,,,Maybe?,,,,
1067,206,Riky,8.92,male,German Shepherd Dog Mix,5/28/15,5/28/15,6/28/15,sable,medium,large,yes,,,Maybe?,,,,
1068,207,Tuba,14.5,male,German Pointer Mix,5/10/15,5/10/15,6/28/15,brown,short,medium,yes,,,Maybe?,,,,
1069,1425,Szendrõi Kutyus Gazdit Keres,4.92,female,Unknown Mix,6/8/15,6/18/15,6/19/15,black and brown,short,medium,no,,yes,Maybe?,,,,garden
1070,1109,Ms. Daisy,14.92,female,Beagle,2/8/15,2/8/15,6/11/15,tricolor,short,medium,yes,,,Maybe?,,,,
1071,1100,Grul,11.92,male,Unknown Mix,5/22/15,5/22/15,6/3/15,black and brown,short,medium,yes,,,Maybe?,,,,
1072,300,Lucky,7.5,male,"Boxer, Hungarian Vizsla Mix",6/1/15,6/1/15,6/12/15,brown,short,medium,,yes,yes,yes,,yes,,both flat and garden
1073,1106,Ladányi Turmix,7.75,female,Dachshund Mix,3/15/15,3/15/15,6/3/15,striped,short,small,yes,,,Maybe?,,,,
1074,1037,Wombi,5.42,male,Unknown Mix,3/8/15,3/8/15,6/28/15,yellow-brown,medium,small,,,yes,Maybe?,yes,yes,,both flat and garden
1075,1029,Miro,5.42,male,Unknown Mix,11/14/14,11/14/14,6/28/15,brown,short,small,yes,,yes,Maybe?,,,,both flat and garden
1076,1423,Kistestû Kutya,6.42,female,"Dachshund, Fox Terrier Mix",5/26/15,6/8/15,6/16/15,black and brown,medium,small,yes,,yes,Maybe?,no,no,,garden
1077,815,Mendei Mia,5.5,female,Unknown Mix,10/1/14,10/1/14,6/2/15,brown,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
1078,1032,Pannika,9.42,female,Unknown Mix,10/30/14,10/30/14,6/28/15,brown,short,large,yes,,yes,Maybe?,yes,yes,,both flat and garden
1079,1111,Penna,13.92,female,Vizsla Mix,3/23/15,3/23/15,6/11/15,black and white,short,medium,yes,,,Maybe?,,,,
1080,213,Sos,5.5,male,German Shepherd Dog Mix,5/14/15,5/14/15,5/18/15,black,short,medium,no,no,yes,yes,yes,yes,yes,garden
1081,7318,,6.5,female,Unknown Mix,5/25/15,5/25/15,5/30/15,black,wirehaired,medium,no,,,Maybe?,,,,
1082,1309,Herceg,10.92,male,Dogo Argentino Mix,5/5/15,5/5/15,5/27/15,white,short,large,,,,Maybe?,,,,
1083,291,Nina,5.5,female,Unknown Mix,3/1/15,3/1/15,5/15/15,black and tan,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
1084,1171,Kond,5.42,male,"Dachshund, Pekingese Mix",5/25/15,5/25/15,5/30/15,brown,short,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
1085,1415,Rebeka És Molli,6.5,female,Unknown Mix,5/21/15,5/27/15,5/27/15,black,short,medium,,,yes,Maybe?,,yes,no,both flat and garden
1086,814,Buci,5.5,male,Boxer Mix,8/9/14,8/9/14,5/26/15,striped,short,medium,no,,yes,yes,yes,yes,,both flat and garden
1087,812,Nebo,7.92,male,Unknown Mix,2/1/14,2/1/14,5/20/15,black and brown,wirehaired,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
1088,811,Pötty,9.58,female,Unknown Mix,10/10/12,10/10/12,5/20/15,black,short,small,yes,yes,yes,yes,yes,yes,,both flat and garden
1089,288,Negra,11.58,female,Unknown Mix,1/5/15,1/10/15,5/15/15,gray,medium,medium,yes,yes,yes,yes,yes,yes,yes,flat
1090,813,Pille,7.0,female,Bernese Mountain Dog Mix,4/10/14,4/10/14,5/25/15,tricolor,short,large,yes,,yes,yes,yes,,no,garden
1091,1295,Fürge,17.92,male,Unknown Mix,4/7/15,4/7/15,5/27/15,red,long,medium,,,,Maybe?,,,,
1092,1170,Ond,5.42,male,"Dachshund, Pekingese Mix",5/25/15,5/25/15,5/30/15,brown,wirehaired,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
1093,1310,Sólyom,15.92,male,Unknown Mix,5/5/15,5/5/15,5/27/15,brown,medium,large,,,,Maybe?,,,,
1094,214,Lencsi,6.5,female,Dachshund Mix,5/12/15,5/12/15,5/18/15,brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
1095,2686,Tsiki,5.58,female,Unknown Mix,5/19/15,5/19/15,5/26/15,striped,short,large,,,yes,Maybe?,yes,yes,yes,both flat and garden
1096,1299,Molli,11.42,female,Siberian Husky Mix,3/24/15,3/24/15,5/27/15,tricolor,short,large,,,,Maybe?,,,,
1097,212,Sos,7.5,female,Puli,5/14/15,5/14/15,5/18/15,black,long,medium,no,no,yes,yes,yes,yes,yes,garden
1098,1282,Lali,10.58,male,Kuvasz Mix,2/24/15,2/24/15,5/27/15,white,medium,large,,,,Maybe?,,,,
1099,1306,Kicsi,9.67,male,Unknown Mix,4/27/15,4/27/15,5/27/15,brown,medium,medium,,,,Maybe?,,,,
1100,2315,Mátyás,12.58,male,Unknown Mix,5/1/15,5/1/15,5/1/15,black,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
1101,210,Fecó,8.58,male,Newfoundland Mix,5/1/15,5/1/15,5/2/15,black,short,medium,no,no,yes,yes,yes,yes,,garden
1102,7307,Lujzi,6.58,female,Unknown Mix,4/5/15,4/5/15,5/10/15,red and white,short,large,no,,yes,yes,,,,both flat and garden
1103,73,Zafír,6.92,female,"Chinese Shar-Pei, Labrador Retriever Mix",5/1/14,4/13/15,4/13/15,white,short,medium,yes,,,Maybe?,,,,
